"year","pdo","era","npgo","variable","value","variable_era","scale_x","system","ï..year"
1993,0.4,"2",-1.101862623,"GOAPOLL",-0.904402873,"2GOAPOLL",-0.904402873014498,"Gulf of Alaska",NA
1994,0.737,"2",-2.0536766,"GOAPOLL",0.528151101,"2GOAPOLL",0.528151100972467,"Gulf of Alaska",NA
1995,0.188,"2",-1.750743963,"GOAPOLL",-0.261266846,"2GOAPOLL",-0.26126684602035,"Gulf of Alaska",NA
1996,-0.08,"2",-0.972205973,"GOAPOLL",-1.106171039,"2GOAPOLL",-1.10617103901266,"Gulf of Alaska",NA
1997,0.345,"2",-0.872874358,"GOAPOLL",-1.15661308,"2GOAPOLL",-1.1566130800122,"Gulf of Alaska",NA
1998,0.741,"2",-0.207043223,"GOAPOLL",-0.932145996,"2GOAPOLL",-0.932145996014245,"Gulf of Alaska",NA
1999,0.392,"2",1.060346525,"GOAPOLL",0.482753264,"2GOAPOLL",0.48275326397288,"Gulf of Alaska",NA
2000,-0.849,"2",1.48981569,"GOAPOLL",0.576071041,"2GOAPOLL",0.576071040972031,"Gulf of Alaska",NA
2001,-0.489,"2",2.04370374,"GOAPOLL",-1.696342923,"2GOAPOLL",-1.69634292300729,"Gulf of Alaska",NA
2002,-0.166,"2",2.21101428,"GOAPOLL",-1.779572291,"2GOAPOLL",-1.77957229100653,"Gulf of Alaska",NA
2003,0.597,"2",1.847202098,"GOAPOLL",-1.908199496,"2GOAPOLL",-1.90819949600536,"Gulf of Alaska",NA
2004,1.133,"2",1.017340841,"GOAPOLL",-0.76568726,"2GOAPOLL",-0.76568726001576,"Gulf of Alaska",NA
2005,0.418,"2",-0.464178828,"GOAPOLL",0.402045998,"2GOAPOLL",0.402045997973614,"Gulf of Alaska",NA
2006,0.225,"2",-1.140552009,"GOAPOLL",0.394479692,"2GOAPOLL",0.394479691973683,"Gulf of Alaska",NA
2007,0.005,"2",-0.758874825,"GOAPOLL",0.613902572,"2GOAPOLL",0.613902571971686,"Gulf of Alaska",NA
2008,-0.453,"2",0.200113124,"GOAPOLL",-0.147772253,"2GOAPOLL",-0.147772253021383,"Gulf of Alaska",NA
2009,-1.08,"2",0.863074104,"GOAPOLL",-1.073383712,"2GOAPOLL",-1.07338371201296,"Gulf of Alaska",NA
2010,-0.489,"2",1.205527493,"GOAPOLL",0.200277832,"2GOAPOLL",0.20027783197545,"Gulf of Alaska",NA
2011,-0.27,"2",1.151701801,"GOAPOLL",-1.295328694,"2GOAPOLL",-1.29532869401094,"Gulf of Alaska",NA
2012,-1.187,"2",0.715919051,"GOAPOLL",1.58743397,"2GOAPOLL",1.58743396996283,"Gulf of Alaska",NA
2013,-0.966,"2",0.899579929,"GOAPOLL",NA,"2GOAPOLL",NA,"Gulf of Alaska",NA
2014,-0.113,"2",0.230891223,"GOAPOLL",NA,"2GOAPOLL",NA,"Gulf of Alaska",NA
2015,1.211,"2",-0.662974591,"GOAPOLL",NA,"2GOAPOLL",NA,"Gulf of Alaska",NA
1965,-0.891,"1",-0.00752991079999993,"GOAATF",NA,"1GOAATF",NA,"Gulf of Alaska",NA
1966,-0.735,"1",-0.7142963098,"GOAATF",NA,"1GOAATF",NA,"Gulf of Alaska",NA
1967,-0.572,"1",-0.809721169,"GOAATF",NA,"1GOAATF",NA,"Gulf of Alaska",NA
1968,-0.516,"1",-0.67936384,"GOAATF",NA,"1GOAATF",NA,"Gulf of Alaska",NA
1969,-0.653,"1",-0.796891715,"GOAATF",-1.423837681,"1GOAATF",-1.42383768104442,"Gulf of Alaska",NA
1970,-0.052,"1",-0.496362019,"GOAATF",-2.733824881,"1GOAATF",-2.7338248810425,"Gulf of Alaska",NA
1971,-0.319,"1",0.0186527207,"GOAATF",-0.80935915,"1GOAATF",-0.809359150045325,"Gulf of Alaska",NA
1972,-1.612,"1",-0.1452385196,"GOAATF",0.446607959,"1GOAATF",0.446607958952834,"Gulf of Alaska",NA
1973,-1.036,"1",-0.3421107999,"GOAATF",-1.173994762,"1GOAATF",-1.17399476204479,"Gulf of Alaska",NA
1974,-0.767,"1",-0.313227463,"GOAATF",-2.105841326,"1GOAATF",-2.10584132604342,"Gulf of Alaska",NA
1975,-0.809,"1",0.1908359156,"GOAATF",-1.525125351,"1GOAATF",-1.52512535104428,"Gulf of Alaska",NA
1976,-0.939,"1",0.93921303,"GOAATF",-1.248272387,"1GOAATF",-1.24827238704468,"Gulf of Alaska",NA
1977,-0.169,"1",1.41536357,"GOAATF",-0.924151842,"1GOAATF",-0.924151842045157,"Gulf of Alaska",NA
1978,0.767,"1",1.32380542,"GOAATF",-0.080087925,"1GOAATF",-0.0800879250463942,"Gulf of Alaska",NA
1979,-0.039,"1",0.262731659,"GOAATF",-0.086840437,"1GOAATF",-0.0868404370463843,"Gulf of Alaska",NA
1980,0.025,"1",-0.856092138,"GOAATF",-0.701318968,"1GOAATF",-0.701318968045484,"Gulf of Alaska",NA
1981,0.567,"1",-0.823966005,"GOAATF",-0.093592948,"1GOAATF",-0.0935929480463744,"Gulf of Alaska",NA
1982,0.551,"1",-0.284655343,"GOAATF",0.176507506,"1GOAATF",0.17650750595323,"Gulf of Alaska",NA
1983,0.602,"1",-0.000825666000000225,"GOAATF",0.696450879,"1GOAATF",0.696450878952467,"Gulf of Alaska",NA
1984,1.101,"1",0.119633917,"GOAATF",0.973303844,"1GOAATF",0.973303843952062,"Gulf of Alaska",NA
1985,1.15,"1",0.2393402039,"GOAATF",-0.140860527,"1GOAATF",-0.140860527046305,"Gulf of Alaska",NA
1986,0.885,"1",-0.4553155771,"GOAATF",0.135992438,"1GOAATF",0.135992437953289,"Gulf of Alaska",NA
1987,1.381,"1",-0.537648356,"GOAATF",0.770728503,"1GOAATF",0.770728502952359,"Gulf of Alaska",NA
1988,1.56,"1",0.486616328,"GOAATF",0.122487415,"1GOAATF",0.122487414953309,"Gulf of Alaska",NA
1989,0.308,"2",0.898568807,"GOAATF",-0.107097971,"2GOAATF",-0.107097971046355,"Gulf of Alaska",NA
1990,-0.553,"2",0.506979064,"GOAATF",0.60191572,"2GOAATF",0.601915719952606,"Gulf of Alaska",NA
1991,-1.015,"2",-0.395936969,"GOAATF",0.163002483,"2GOAATF",0.163002482953249,"Gulf of Alaska",NA
1992,-0.633,"2",-0.52970458,"GOAATF",-0.6608039,"2GOAATF",-0.660803900045543,"Gulf of Alaska",NA
1993,0.4,"2",-1.101862623,"GOAATF",-0.471733583,"2GOAATF",-0.47173358304582,"Gulf of Alaska",NA
1994,0.737,"2",-2.0536766,"GOAATF",-0.147613039,"2GOAATF",-0.147613039046295,"Gulf of Alaska",NA
1995,0.188,"2",-1.750743963,"GOAATF",-0.431218515,"2GOAATF",-0.431218515045879,"Gulf of Alaska",NA
1996,-0.08,"2",-0.972205973,"GOAATF",0.203517551,"2GOAATF",0.20351755095319,"Gulf of Alaska",NA
1997,0.345,"2",-0.872874358,"GOAATF",0.777481015,"2GOAATF",0.777481014952349,"Gulf of Alaska",NA
1998,0.741,"2",-0.207043223,"GOAATF",0.763975992,"2GOAATF",0.763975991952368,"Gulf of Alaska",NA
1999,0.392,"2",1.060346525,"GOAATF",2.344063645,"2GOAATF",2.34406364495005,"Gulf of Alaska",NA
2000,-0.849,"2",1.48981569,"GOAATF",0.615420743,"2GOAATF",0.615420742952586,"Gulf of Alaska",NA
2001,-0.489,"2",2.04370374,"GOAATF",0.642430788,"2GOAATF",0.642430787952547,"Gulf of Alaska",NA
2002,-0.166,"2",2.21101428,"GOAATF",0.453360471,"2GOAATF",0.453360470952824,"Gulf of Alaska",NA
2003,0.597,"2",1.847202098,"GOAATF",0.635678277,"2GOAATF",0.635678276952557,"Gulf of Alaska",NA
2004,1.133,"2",1.017340841,"GOAATF",1.0070664,"2GOAATF",1.00706639995201,"Gulf of Alaska",NA
2005,0.418,"2",-0.464178828,"GOAATF",1.479742194,"2GOAATF",1.47974219395132,"Gulf of Alaska",NA
2006,0.225,"2",-1.140552009,"GOAATF",0.021199745,"2GOAATF",0.0211997449534573,"Gulf of Alaska",NA
2007,0.005,"2",-0.758874825,"GOAATF",0.878768685,"2GOAATF",0.8787686849522,"Gulf of Alaska",NA
2008,-0.453,"2",0.200113124,"GOAATF",-0.45822856,"2GOAATF",-0.45822856004584,"Gulf of Alaska",NA
2009,-1.08,"2",0.863074104,"GOAATF",-0.91064682,"2GOAATF",-0.910646820045177,"Gulf of Alaska",NA
2010,-0.489,"2",1.205527493,"GOAATF",0.338567778,"2GOAATF",0.338567777952992,"Gulf of Alaska",NA
2011,-0.27,"2",1.151701801,"GOAATF",1.986180544,"2GOAATF",1.98618054395058,"Gulf of Alaska",NA
2012,-1.187,"2",0.715919051,"GOAATF",NA,"2GOAATF",NA,"Gulf of Alaska",NA
2013,-0.966,"2",0.899579929,"GOAATF",NA,"2GOAATF",NA,"Gulf of Alaska",NA
2014,-0.113,"2",0.230891223,"GOAATF",NA,"2GOAATF",NA,"Gulf of Alaska",NA
2015,1.211,"2",-0.662974591,"GOAATF",NA,"2GOAATF",NA,"Gulf of Alaska",NA
1965,-0.891,"1",-0.00752991079999993,"SITK_HERR",NA,"1SITK_HERR",NA,"Gulf of Alaska",NA
1966,-0.735,"1",-0.7142963098,"SITK_HERR",NA,"1SITK_HERR",NA,"Gulf of Alaska",NA
1967,-0.572,"1",-0.809721169,"SITK_HERR",NA,"1SITK_HERR",NA,"Gulf of Alaska",NA
1968,-0.516,"1",-0.67936384,"SITK_HERR",-0.519058405,"1SITK_HERR",-0.519058404994834,"Gulf of Alaska",NA
1969,-0.653,"1",-0.796891715,"SITK_HERR",-0.613027102,"1SITK_HERR",-0.613027101998014,"Gulf of Alaska",NA
1970,-0.052,"1",-0.496362019,"SITK_HERR",0.084429451,"1SITK_HERR",0.0844294510255838,"Gulf of Alaska",NA
1971,-0.319,"1",0.0186527207,"SITK_HERR",-0.66314374,"1SITK_HERR",-0.663143739999709,"Gulf of Alaska",NA
1972,-1.612,"1",-0.1452385196,"SITK_HERR",-0.592145169,"1SITK_HERR",-0.592145168997307,"Gulf of Alaska",NA
1973,-1.036,"1",-0.3421107999,"SITK_HERR",-0.729965925,"1SITK_HERR",-0.72996592500197,"Gulf of Alaska",NA
1974,-0.767,"1",-0.313227463,"SITK_HERR",-0.500264665,"1SITK_HERR",-0.500264664994199,"Gulf of Alaska",NA
1975,-0.809,"1",0.1908359156,"SITK_HERR",0.086517644,"1SITK_HERR",0.0865176440256545,"Gulf of Alaska",NA
1976,-0.939,"1",0.93921303,"SITK_HERR",1.539900161,"1SITK_HERR",1.53990016107483,"Gulf of Alaska",NA
1977,-0.169,"1",1.41536357,"SITK_HERR",0.268190459,"1SITK_HERR",0.268190459031801,"Gulf of Alaska",NA
1978,0.767,"1",1.32380542,"SITK_HERR",-0.635997228,"1SITK_HERR",-0.635997227998791,"Gulf of Alaska",NA
1979,-0.039,"1",0.262731659,"SITK_HERR",-0.671496514,"1SITK_HERR",-0.671496513999992,"Gulf of Alaska",NA
1980,0.025,"1",-0.856092138,"SITK_HERR",1.22667117,"1SITK_HERR",1.22667117006423,"Gulf of Alaska",NA
1981,0.567,"1",-0.823966005,"SITK_HERR",0.449863273,"1SITK_HERR",0.449863273037948,"Gulf of Alaska",NA
1982,0.551,"1",-0.284655343,"SITK_HERR",-0.556645884,"1SITK_HERR",-0.556645883996106,"Gulf of Alaska",NA
1983,0.602,"1",-0.000825666000000225,"SITK_HERR",0.458216046,"1SITK_HERR",0.45821604603823,"Gulf of Alaska",NA
1984,1.101,"1",0.119633917,"SITK_HERR",1.947097849,"1SITK_HERR",1.9470978490886,"Gulf of Alaska",NA
1985,1.15,"1",0.2393402039,"SITK_HERR",-0.01162744,"1SITK_HERR",-0.0116274399776661,"Gulf of Alaska",NA
1986,0.885,"1",-0.4553155771,"SITK_HERR",-1.851325712,"1SITK_HERR",-1.85132571203991,"Gulf of Alaska",NA
1987,1.381,"1",-0.537648356,"SITK_HERR",-1.822091006,"1SITK_HERR",-1.82209100603892,"Gulf of Alaska",NA
1988,1.56,"1",0.486616328,"SITK_HERR",1.775866,"1SITK_HERR",1.77586600008281,"Gulf of Alaska",NA
1989,0.308,"2",0.898568807,"SITK_HERR",-1.554802267,"2SITK_HERR",-1.55480226702988,"Gulf of Alaska",NA
1990,-0.553,"2",0.506979064,"SITK_HERR",-2.864099448,"2SITK_HERR",-2.86409944807418,"Gulf of Alaska",NA
1991,-1.015,"2",-0.395936969,"SITK_HERR",-0.429266094,"2SITK_HERR",-0.429266093991796,"Gulf of Alaska",NA
1992,-0.633,"2",-0.52970458,"SITK_HERR",1.113908733,"2SITK_HERR",1.11390873306041,"Gulf of Alaska",NA
1993,0.4,"2",-1.101862623,"SITK_HERR",0.466568819,"2SITK_HERR",0.466568819038513,"Gulf of Alaska",NA
1994,0.737,"2",-2.0536766,"SITK_HERR",0.928059532,"2SITK_HERR",0.928059532054127,"Gulf of Alaska",NA
1995,0.188,"2",-1.750743963,"SITK_HERR",0.735945751,"2SITK_HERR",0.735945751047627,"Gulf of Alaska",NA
1996,-0.08,"2",-0.972205973,"SITK_HERR",-0.475206346,"2SITK_HERR",-0.475206345993351,"Gulf of Alaska",NA
1997,0.345,"2",-0.872874358,"SITK_HERR",0.253573106,"2SITK_HERR",0.253573106031307,"Gulf of Alaska",NA
1998,0.741,"2",-0.207043223,"SITK_HERR",0.506244491,"2SITK_HERR",0.506244491039855,"Gulf of Alaska",NA
1999,0.392,"2",1.060346525,"SITK_HERR",0.088605837,"2SITK_HERR",0.0886058370257252,"Gulf of Alaska",NA
2000,-0.849,"2",1.48981569,"SITK_HERR",1.391638439,"2SITK_HERR",1.39163843906981,"Gulf of Alaska",NA
2001,-0.489,"2",2.04370374,"SITK_HERR",-0.395855002,"2SITK_HERR",-0.395855001990666,"Gulf of Alaska",NA
2002,-0.166,"2",2.21101428,"SITK_HERR",0.105311383,"2SITK_HERR",0.10531138302629,"Gulf of Alaska",NA
2003,0.597,"2",1.847202098,"SITK_HERR",0.414363988,"2SITK_HERR",0.414363988036747,"Gulf of Alaska",NA
2004,1.133,"2",1.017340841,"SITK_HERR",0.758915877,"2SITK_HERR",0.758915877048404,"Gulf of Alaska",NA
2005,0.418,"2",-0.464178828,"SITK_HERR",1.01576365,"2SITK_HERR",1.01576365005709,"Gulf of Alaska",NA
2006,0.225,"2",-1.140552009,"SITK_HERR",0.719240205,"2SITK_HERR",0.719240205047062,"Gulf of Alaska",NA
2007,0.005,"2",-0.758874825,"SITK_HERR",0.633624281,"2SITK_HERR",0.633624281044165,"Gulf of Alaska",NA
2008,-0.453,"2",0.200113124,"SITK_HERR",-0.358267523,"2SITK_HERR",-0.358267522989394,"Gulf of Alaska",NA
2009,-1.08,"2",0.863074104,"SITK_HERR",-0.865698488,"2SITK_HERR",-0.865698488006563,"Gulf of Alaska",NA
2010,-0.489,"2",1.205527493,"SITK_HERR",0.370511929,"2SITK_HERR",0.370511929035263,"Gulf of Alaska",NA
2011,-0.27,"2",1.151701801,"SITK_HERR",-1.229044117,"2SITK_HERR",-1.22904411701886,"Gulf of Alaska",NA
2012,-1.187,"2",0.715919051,"SITK_HERR",NA,"2SITK_HERR",NA,"Gulf of Alaska",NA
2013,-0.966,"2",0.899579929,"SITK_HERR",NA,"2SITK_HERR",NA,"Gulf of Alaska",NA
2014,-0.113,"2",0.230891223,"SITK_HERR",NA,"2SITK_HERR",NA,"Gulf of Alaska",NA
2015,1.211,"2",-0.662974591,"SITK_HERR",NA,"2SITK_HERR",NA,"Gulf of Alaska",NA
1965,-0.891,"1",-0.00752991079999993,"TANNER",NA,"1TANNER",NA,"Gulf of Alaska",NA
1966,-0.735,"1",-0.7142963098,"TANNER",NA,"1TANNER",NA,"Gulf of Alaska",NA
1967,-0.572,"1",-0.809721169,"TANNER",NA,"1TANNER",NA,"Gulf of Alaska",NA
1968,-0.516,"1",-0.67936384,"TANNER",NA,"1TANNER",NA,"Gulf of Alaska",NA
1969,-0.653,"1",-0.796891715,"TANNER",NA,"1TANNER",NA,"Gulf of Alaska",NA
1970,-0.052,"1",-0.496362019,"TANNER",NA,"1TANNER",NA,"Gulf of Alaska",NA
1971,-0.319,"1",0.0186527207,"TANNER",NA,"1TANNER",NA,"Gulf of Alaska",NA
1972,-1.612,"1",-0.1452385196,"TANNER",-0.884664918,"1TANNER",-0.884664917990929,"Gulf of Alaska",NA
1973,-1.036,"1",-0.3421107999,"TANNER",-1.226279581,"1TANNER",-1.22627958097865,"Gulf of Alaska",NA
1974,-0.767,"1",-0.313227463,"TANNER",-1.701187626,"1TANNER",-1.70118762596158,"Gulf of Alaska",NA
1975,-0.809,"1",0.1908359156,"TANNER",-1.25379372,"1TANNER",-1.25379371997766,"Gulf of Alaska",NA
1976,-0.939,"1",0.93921303,"TANNER",-0.972887249,"1TANNER",-0.972887248987757,"Gulf of Alaska",NA
1977,-0.169,"1",1.41536357,"TANNER",-1.036092398,"1TANNER",-1.03609239798549,"Gulf of Alaska",NA
1978,0.767,"1",1.32380542,"TANNER",-0.191769093,"1TANNER",-0.191769093015834,"Gulf of Alaska",NA
1979,-0.039,"1",0.262731659,"TANNER",-1.504942138,"1TANNER",-1.50494213796863,"Gulf of Alaska",NA
1980,0.025,"1",-0.856092138,"TANNER",1.101286927,"1TANNER",1.10128692693769,"Gulf of Alaska",NA
1981,0.567,"1",-0.823966005,"TANNER",1.0010669,"1TANNER",1.00106689994129,"Gulf of Alaska",NA
1982,0.551,"1",-0.284655343,"TANNER",-0.161954192,"1TANNER",-0.161954192016906,"Gulf of Alaska",NA
1983,0.602,"1",-0.000825666000000225,"TANNER",0.723387742,"1TANNER",0.723387741951271,"Gulf of Alaska",NA
1984,1.101,"1",0.119633917,"TANNER",1.343901396,"1TANNER",1.34390139592897,"Gulf of Alaska",NA
1985,1.15,"1",0.2393402039,"TANNER",0.708267694,"1TANNER",0.708267693951815,"Gulf of Alaska",NA
1986,0.885,"1",-0.4553155771,"TANNER",0.940535982,"1TANNER",0.940535981943466,"Gulf of Alaska",NA
1987,1.381,"1",-0.537648356,"TANNER",0.303340707,"1TANNER",0.303340706966369,"Gulf of Alaska",NA
1988,1.56,"1",0.486616328,"TANNER",-1.314511622,"1TANNER",-1.31451162197548,"Gulf of Alaska",NA
1989,0.308,"2",0.898568807,"TANNER",-0.503709321,"2TANNER",-0.503709321004622,"Gulf of Alaska",NA
1990,-0.553,"2",0.506979064,"TANNER",-0.873936068,"2TANNER",-0.873936067991314,"Gulf of Alaska",NA
1991,-1.015,"2",-0.395936969,"TANNER",-1.276575638,"2TANNER",-1.27657563797684,"Gulf of Alaska",NA
1992,-0.633,"2",-0.52970458,"TANNER",-0.210486987,"2TANNER",-0.210486987015161,"Gulf of Alaska",NA
1993,0.4,"2",-1.101862623,"TANNER",0.846696694,"2TANNER",0.846696693946839,"Gulf of Alaska",NA
1994,0.737,"2",-2.0536766,"TANNER",0.186862526,"2TANNER",0.186862525970556,"Gulf of Alaska",NA
1995,0.188,"2",-1.750743963,"TANNER",-1.087908115,"2TANNER",-1.08790811498362,"Gulf of Alaska",NA
1996,-0.08,"2",-0.972205973,"TANNER",1.865717497,"2TANNER",1.86571749691021,"Gulf of Alaska",NA
1997,0.345,"2",-0.872874358,"TANNER",-0.654342407,"2TANNER",-0.654342406999207,"Gulf of Alaska",NA
1998,0.741,"2",-0.207043223,"TANNER",1.176131875,"2TANNER",1.176131874935,"Gulf of Alaska",NA
1999,0.392,"2",1.060346525,"TANNER",-0.460300516,"2TANNER",-0.460300516006182,"Gulf of Alaska",NA
2000,-0.849,"2",1.48981569,"TANNER",-0.791393937,"2TANNER",-0.791393936994281,"Gulf of Alaska",NA
2001,-0.489,"2",2.04370374,"TANNER",0.255492659,"2TANNER",0.255492658968089,"Gulf of Alaska",NA
2002,-0.166,"2",2.21101428,"TANNER",-0.937222775,"2TANNER",-0.937222774989039,"Gulf of Alaska",NA
2003,0.597,"2",1.847202098,"TANNER",1.100460723,"2TANNER",1.10046072293772,"Gulf of Alaska",NA
2004,1.133,"2",1.017340841,"TANNER",0.847016493,"2TANNER",0.847016492946827,"Gulf of Alaska",NA
2005,0.418,"2",-0.464178828,"TANNER",1.142850166,"2TANNER",1.14285016593619,"Gulf of Alaska",NA
2006,0.225,"2",-1.140552009,"TANNER",-0.255835308,"2TANNER",-0.255835308013531,"Gulf of Alaska",NA
2007,0.005,"2",-0.758874825,"TANNER",0.288121778,"2TANNER",0.288121777966916,"Gulf of Alaska",NA
2008,-0.453,"2",0.200113124,"TANNER",0.225223175,"2TANNER",0.225223174969177,"Gulf of Alaska",NA
2009,-1.08,"2",0.863074104,"TANNER",0.670979061,"2TANNER",0.670979060953155,"Gulf of Alaska",NA
2010,-0.489,"2",1.205527493,"TANNER",0.630269843,"2TANNER",0.630269842954618,"Gulf of Alaska",NA
2011,-0.27,"2",1.151701801,"TANNER",2.251061371,"2TANNER",2.25106137089636,"Gulf of Alaska",NA
2012,-1.187,"2",0.715919051,"TANNER",1.13341841,"2TANNER",1.13341840993653,"Gulf of Alaska",NA
2013,-0.966,"2",0.899579929,"TANNER",0.100989004,"2TANNER",0.100989003973643,"Gulf of Alaska",NA
2014,-0.113,"2",0.230891223,"TANNER",-0.217562072,"2TANNER",-0.217562072014907,"Gulf of Alaska",NA
2015,1.211,"2",-0.662974591,"TANNER",-1.325722941,"2TANNER",-1.32572294097508,"Gulf of Alaska",NA
1965,-0.891,"1",-0.00752991079999993,"SIDE.SHRIMP",NA,"1SIDE.SHRIMP",NA,"Gulf of Alaska",NA
1966,-0.735,"1",-0.7142963098,"SIDE.SHRIMP",NA,"1SIDE.SHRIMP",NA,"Gulf of Alaska",NA
1967,-0.572,"1",-0.809721169,"SIDE.SHRIMP",NA,"1SIDE.SHRIMP",NA,"Gulf of Alaska",NA
1968,-0.516,"1",-0.67936384,"SIDE.SHRIMP",NA,"1SIDE.SHRIMP",NA,"Gulf of Alaska",NA
1969,-0.653,"1",-0.796891715,"SIDE.SHRIMP",NA,"1SIDE.SHRIMP",NA,"Gulf of Alaska",NA
1970,-0.052,"1",-0.496362019,"SIDE.SHRIMP",NA,"1SIDE.SHRIMP",NA,"Gulf of Alaska",NA
1971,-0.319,"1",0.0186527207,"SIDE.SHRIMP",NA,"1SIDE.SHRIMP",NA,"Gulf of Alaska",NA
1972,-1.612,"1",-0.1452385196,"SIDE.SHRIMP",0.471431046,"1SIDE.SHRIMP",0.47143104600773,"Gulf of Alaska",NA
1973,-1.036,"1",-0.3421107999,"SIDE.SHRIMP",0.180658575,"1SIDE.SHRIMP",0.180658575030998,"Gulf of Alaska",NA
1974,-0.767,"1",-0.313227463,"SIDE.SHRIMP",0.350478223,"1SIDE.SHRIMP",0.350478223017409,"Gulf of Alaska",NA
1975,-0.809,"1",0.1908359156,"SIDE.SHRIMP",0.026365596,"1SIDE.SHRIMP",0.0263655960433447,"Gulf of Alaska",NA
1976,-0.939,"1",0.93921303,"SIDE.SHRIMP",1.909700014,"1SIDE.SHRIMP",1.90970001389264,"Gulf of Alaska",NA
1977,-0.169,"1",1.41536357,"SIDE.SHRIMP",1.368021136,"1SIDE.SHRIMP",1.36802113593598,"Gulf of Alaska",NA
1978,0.767,"1",1.32380542,"SIDE.SHRIMP",0.232554298,"1SIDE.SHRIMP",0.232554298026845,"Gulf of Alaska",NA
1979,-0.039,"1",0.262731659,"SIDE.SHRIMP",0.482836284,"1SIDE.SHRIMP",0.482836284006818,"Gulf of Alaska",NA
1980,0.025,"1",-0.856092138,"SIDE.SHRIMP",-0.146804961,"1SIDE.SHRIMP",-0.146804960942798,"Gulf of Alaska",NA
1981,0.567,"1",-0.823966005,"SIDE.SHRIMP",0.398399335,"1SIDE.SHRIMP",0.398399335013574,"Gulf of Alaska",NA
1982,0.551,"1",-0.284655343,"SIDE.SHRIMP",-0.515672806,"1SIDE.SHRIMP",-0.515672805913281,"Gulf of Alaska",NA
1983,0.602,"1",-0.000825666000000225,"SIDE.SHRIMP",-1.028240908,"1SIDE.SHRIMP",-1.02824090787226,"Gulf of Alaska",NA
1984,1.101,"1",0.119633917,"SIDE.SHRIMP",-0.950061317,"1SIDE.SHRIMP",-0.950061316878521,"Gulf of Alaska",NA
1985,1.15,"1",0.2393402039,"SIDE.SHRIMP",-1.081084979,"1SIDE.SHRIMP",-1.08108497886804,"Gulf of Alaska",NA
1986,0.885,"1",-0.4553155771,"SIDE.SHRIMP",-1.103710167,"1SIDE.SHRIMP",-1.10371016686623,"Gulf of Alaska",NA
1987,1.381,"1",-0.537648356,"SIDE.SHRIMP",-1.071649962,"1SIDE.SHRIMP",-1.07164996186879,"Gulf of Alaska",NA
1988,1.56,"1",0.486616328,"SIDE.SHRIMP",-1.08522149,"1SIDE.SHRIMP",-1.08522148986771,"Gulf of Alaska",NA
1989,0.308,"2",0.898568807,"SIDE.SHRIMP",-0.730812077,"2SIDE.SHRIMP",-0.730812076896065,"Gulf of Alaska",NA
